window_id,sim_id,sim_count,topology_type,topology_param,N,epsilon,beta,c,eta,kappa0,kappa_c_thresh,kappa_c_deriv,kappa_c_label,label_method,window_end_kappa,lead_fraction,gc_initial,gc_final,gc_drop,seed
sim_00001_win_029,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.34555487993667305,0.9,1.0,0.0,1.0,42
sim_00001_win_030,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.34601095753866173,0.9,1.0,0.0,1.0,42
sim_00001_win_031,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.34646703514065047,0.9,1.0,0.0,1.0,42
sim_00001_win_032,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.34692311274263915,0.9,1.0,0.0,1.0,42
sim_00001_win_033,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.34737919034462783,0.9,1.0,0.0,1.0,42
sim_00001_win_034,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.34783526794661657,0.9,1.0,0.0,1.0,42
sim_00001_win_035,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.34829134554860525,0.9,1.0,0.0,1.0,42
sim_00001_win_036,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.36261218225105046,0.95,1.0,0.0,1.0,42
sim_00001_win_037,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.3630682598530392,0.95,1.0,0.0,1.0,42
sim_00001_win_038,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.3635243374550279,0.95,1.0,0.0,1.0,42
sim_00001_win_039,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.3639804150570166,0.95,1.0,0.0,1.0,42
sim_00001_win_040,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.3644364926590053,0.95,1.0,0.0,1.0,42
sim_00001_win_041,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.364892570260994,0.95,1.0,0.0,1.0,42
sim_00001_win_042,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.3653486478629827,0.95,1.0,0.0,1.0,42
sim_00001_win_043,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.3658047254649714,0.95,1.0,0.0,1.0,42
sim_00001_win_044,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.3662608030669601,0.95,1.0,0.0,1.0,42
sim_00001_win_045,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.3667168806689488,0.95,1.0,0.0,1.0,42
sim_00001_win_046,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.3671729582709375,0.95,1.0,0.0,1.0,42
sim_00001_win_047,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.3676290358729262,0.95,1.0,0.0,1.0,42
sim_00001_win_048,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.37410533782116573,0.98,1.0,0.0,1.0,42
sim_00001_win_049,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.37456141542315446,0.98,1.0,0.0,1.0,42
sim_00001_win_050,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.3750174930251432,0.98,1.0,0.0,1.0,42
sim_00001_win_051,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.3754735706271319,0.98,1.0,0.0,1.0,42
sim_00001_win_052,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.37592964822912056,0.98,1.0,0.0,1.0,42
sim_00001_win_053,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.3763857258311093,0.98,1.0,0.0,1.0,42
sim_00001_win_054,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.376841803433098,0.98,1.0,0.0,1.0,42
sim_00001_win_055,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.37729788103508666,0.98,1.0,0.0,1.0,42
sim_00001_win_056,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.3777539586370754,0.98,1.0,0.0,1.0,42
sim_00001_win_057,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.3782100362390641,0.98,1.0,0.0,1.0,42
sim_00001_win_058,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.37866611384105275,0.98,1.0,0.0,1.0,42
sim_00001_win_059,sim_00001,1,scale_free,,100,0.28160857342554857,0.506470649074157,0.11872359765319877,0.00015197519204045737,0.2630960494971158,0.38568970891167875,0.38559849339128105,0.38559849339128105,derivative,0.3791221914430415,0.98,1.0,0.0,1.0,42
sim_00002_win_000,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.3084672727217699,0.7,1.0,0.0,1.0,84
sim_00002_win_001,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.3091547969355414,0.7,1.0,0.0,1.0,84
sim_00002_win_002,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.3098423211493129,0.7,1.0,0.0,1.0,84
sim_00002_win_003,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.3105298453630845,0.7,1.0,0.0,1.0,84
sim_00002_win_004,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.311217369576856,0.7,1.0,0.0,1.0,84
sim_00002_win_005,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.3119048937906275,0.7,1.0,0.0,1.0,84
sim_00002_win_006,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.312592418004399,0.7,1.0,0.0,1.0,84
sim_00002_win_007,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.31327994221817057,0.7,1.0,0.0,1.0,84
sim_00002_win_008,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.3139674664319421,0.7,1.0,0.0,1.0,84
sim_00002_win_009,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.3146549906457136,0.7,1.0,0.0,1.0,84
sim_00002_win_010,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.3517812981893762,0.8,1.0,0.0,1.0,84
sim_00002_win_011,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.3524688224031477,0.8,1.0,0.0,1.0,84
sim_00002_win_012,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.35315634661691925,0.8,1.0,0.0,1.0,84
sim_00002_win_013,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.3538438708306908,0.8,1.0,0.0,1.0,84
sim_00002_win_014,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.3545313950444623,0.8,1.0,0.0,1.0,84
sim_00002_win_015,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.35521891925823385,0.8,1.0,0.0,1.0,84
sim_00002_win_016,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.3559064434720054,0.8,1.0,0.0,1.0,84
sim_00002_win_017,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.3565939676857769,0.8,1.0,0.0,1.0,84
sim_00002_win_018,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.35728149189954844,0.8,1.0,0.0,1.0,84
sim_00002_win_019,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.35796901611331994,0.8,1.0,0.0,1.0,84
sim_00002_win_020,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.3586565403270915,0.8,1.0,0.0,1.0,84
sim_00002_win_021,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.35934406454086304,0.8,1.0,0.0,1.0,84
sim_00002_win_022,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.3964703720845256,0.9,1.0,0.0,1.0,84
sim_00002_win_023,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.3971578962982971,0.9,1.0,0.0,1.0,84
sim_00002_win_024,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.39784542051206867,0.9,1.0,0.0,1.0,84
sim_00002_win_025,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.39853294472584017,0.9,1.0,0.0,1.0,84
sim_00002_win_026,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.3992204689396117,0.9,1.0,0.0,1.0,84
sim_00002_win_027,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.3999079931533832,0.9,1.0,0.0,1.0,84
sim_00002_win_028,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.40059551736715476,0.9,1.0,0.0,1.0,84
sim_00002_win_029,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.4012830415809263,0.9,1.0,0.0,1.0,84
sim_00002_win_030,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.4019705657946978,0.9,1.0,0.0,1.0,84
sim_00002_win_031,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.40265809000846936,0.9,1.0,0.0,1.0,84
sim_00002_win_032,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.4033456142222409,0.9,1.0,0.0,1.0,84
sim_00002_win_033,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.4040331384360124,0.9,1.0,0.0,1.0,84
sim_00002_win_034,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.41888366145347744,0.95,1.0,0.0,1.0,84
sim_00002_win_035,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.41957118566724894,0.95,1.0,0.0,1.0,84
sim_00002_win_036,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.4202587098810205,0.95,1.0,0.0,1.0,84
sim_00002_win_037,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.42094623409479204,0.95,1.0,0.0,1.0,84
sim_00002_win_038,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.42163375830856353,0.95,1.0,0.0,1.0,84
sim_00002_win_039,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.4223212825223351,0.95,1.0,0.0,1.0,84
sim_00002_win_040,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.42300880673610664,0.95,1.0,0.0,1.0,84
sim_00002_win_041,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.42369633094987813,0.95,1.0,0.0,1.0,84
sim_00002_win_042,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.4243838551636497,0.95,1.0,0.0,1.0,84
sim_00002_win_043,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.42507137937742123,0.95,1.0,0.0,1.0,84
sim_00002_win_044,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.42575890359119273,0.95,1.0,0.0,1.0,84
sim_00002_win_045,sim_00002,2,scale_free,,100,0.33967590201256453,0.43332642567597984,0.11438562704289135,0.00022909834634453512,0.30585468070943805,0.4469346493753559,0.44679714453260155,0.44679714453260155,derivative,0.4264464278049642,0.95,1.0,0.0,1.0,84
